Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Age Band,Continent
52,Female,Master's,Divorced,92036.0,665,37262.0,Business,Unemployed,18,Poor,0.4048633143552523,188714,0,Danielleton,NM,New Zealand,4,0,Low,45-59,Oceania
43,Female,Master's,Single,89903.0,742,19031.0,Auto,Unemployed,4,Poor,0.21168370354715638,54504,1,Richardbury,IA,India,3,2,Low,30-44,Asia
43,Female,PhD,Married,60000.0,687,26375.0,Home,Self-employed,17,Poor,0.4395833333333333,191637,0,Kaylaville,AZ,Isle of Man,3,0,Low,30-44,Europe
65,Non-binary,Bachelor's,Divorced,114463.0,701,31465.0,Business,Self-employed,14,Good,0.27489232328350643,89697,4,Jeffberg,PW,Azerbaijan,3,0,Low,>=60,Asia
40,Non-binary,Master's,Divorced,67427.0,653,11099.0,Auto,Self-employed,3,Good,0.16460764975454936,51351,3,New Timothybury,NM,Taiwan,1,2,Low,30-44,Asia
40,Male,PhD,Divorced,43814.0,695,10582.0,Auto,Employed,7,Good,0.24152097503081207,220696,1,Holtbury,TX,Montserrat,2,0,High,30-44,North America
44,Male,PhD,Widowed,119667.0,641,6183.0,Auto,Unemployed,1,Fair,0.05166837975381684,226410,4,Kimmouth,SD,Costa Rica,4,1,Medium,30-44,North America
68,Non-binary,Bachelor's,Widowed,94258.0,620,29538.0,Personal,Unemployed,18,Excellent,0.3133739311252095,204082,3,Harrellberg,IL,Thailand,0,0,Low,>=60,Asia
21,Female,High School,Married,26678.0,749,6915.0,Personal,Self-employed,8,Good,0.2592023390059225,150721,1,Davidborough,CT,New Caledonia,4,2,Low,18-29,Oceania
40,Male,High School,Divorced,117481.0,699,35825.0,Auto,Employed,13,Excellent,0.30494292694137776,70526,0,Herringhaven,AZ,Guatemala,3,2,Medium,30-44,North America
23,Non-binary,High School,Married,94745.0,604,16261.0,Auto,Unemployed,16,Fair,0.17162910971555226,48819,3,Prestonstad,MD,Tajikistan,1,2,Medium,18-29,Asia
69,Male,Bachelor's,Single,49063.0,736,21781.0,Auto,Employed,17,Good,0.44393942482114834,35243,3,Chaneyburgh,CO,Turkmenistan,3,2,Medium,>=60,Asia
21,Male,PhD,Single,54261.0,704,47627.0,Business,Self-employed,14,Good,0.8777390759477341,105150,2,Sanchezview,NY,Korea,1,2,Medium,18-29,Asia
45,Male,Master's,Married,30304.0,628,9753.0,Personal,Employed,5,Good,0.3218387011615628,168168,4,Jacobsonton,AR,Ecuador,2,2,Low,45-59,South America
36,Non-binary,PhD,Divorced,62077.0,673,5207.0,Auto,Self-employed,6,Poor,0.08387969779467436,228707,1,Nicholasberg,HI,Somalia,1,1,Medium,30-44,Africa
36,Female,High School,Widowed,77645.0,721,27299.0,Auto,Unemployed,1,Excellent,0.35158735269495783,280654,3,South Luiston,IA,Dominica,0,1,Low,30-44,North America
34,Non-binary,PhD,Divorced,66475.0,710,8185.0,Auto,Self-employed,16,Good,0.12312899586310642,71678,1,Trevorland,AR,Switzerland,4,0,Medium,30-44,Europe
54,Female,High School,Single,41331.0,720,33149.0,Auto,Unemployed,10,Good,0.8020372117780843,274918,2,East Timothyland,MI,Lithuania,3,1,Low,45-59,Europe
22,Female,Master's,Widowed,59128.0,619,45890.0,Personal,Unemployed,7,Fair,0.7761128399404681,202041,2,Christinabury,NV,Eritrea,4,2,Medium,18-29,Africa
48,Female,Master's,Widowed,70400.0,713,27318.0,Business,Unemployed,12,Poor,0.38803977272727275,262786,2,South Cynthiachester,PA,French Southern Territories,2,0,Medium,45-59,Antarctica
27,Non-binary,High School,Widowed,32920.0,733,46199.0,Business,Self-employed,18,Good,1.4033718104495747,65204,1,Leechester,CO,Svalbard & Jan Mayen Islands,1,1,Low,18-29,Europe
57,Male,High School,Widowed,85552.0,678,48738.0,Auto,Employed,3,Poor,0.5696886104357584,96099,0,Sharpfurt,AS,Netherlands,2,2,Low,45-59,Europe
23,Non-binary,High School,Divorced,84442.0,708,39218.0,Business,Unemployed,4,Good,0.4644371284431918,227002,1,Jennifermouth,FL,Tonga,0,2,Medium,18-29,Oceania
68,Non-binary,PhD,Widowed,43386.0,670,32578.0,Business,Self-employed,15,Good,0.7508873830267828,85530,4,New Nancy,NM,Zambia,4,0,Medium,>=60,Africa
26,Male,Bachelor's,Widowed,81895.0,772,26953.0,Personal,Self-employed,18,Poor,0.32911655168203185,112523,1,New Cheyenneton,FM,United States Minor Outlying Islands,1,0,Medium,18-29,North America
58,Male,Master's,Divorced,42836.0,636,23615.0,Home,Unemployed,6,Good,0.5512886357269586,247672,3,Timothyfurt,ID,British Indian Ocean Territory (Chagos Archipelago),4,0,Low,45-59,Asia
67,Non-binary,PhD,Single,40742.0,736,12831.0,Personal,Unemployed,16,Fair,0.314932992980217,44130,4,East Veronicamouth,NY,United States Minor Outlying Islands,1,2,Low,>=60,North America
49,Male,Bachelor's,Single,27899.0,693,19835.0,Auto,Unemployed,0,Fair,0.7109573819850173,133200,0,New Ryan,WY,Jordan,0,1,Low,45-59,Asia
47,Non-binary,Bachelor's,Divorced,92869.0,690,43038.0,Business,Self-employed,4,Good,0.4634269777859135,49858,3,Port Jeffreyshire,AK,Paraguay,3,0,Low,45-59,South America
48,Non-binary,High School,Widowed,27591.0,772,46001.0,Auto,Self-employed,17,Good,1.6672465659091733,103922,0,Shannonhaven,FM,Venezuela,0,2,Low,45-59,South America
52,Male,PhD,Widowed,109627.0,698,29660.0,Business,Self-employed,4,Poor,0.2705537869320514,63982,1,Jameston,AR,Bolivia,0,1,Low,45-59,South America
42,Non-binary,High School,Married,39887.0,788,27528.0,Auto,Unemployed,16,Poor,0.6901496728257327,127435,0,Grahamburgh,NE,Somalia,0,0,Medium,30-44,Africa
27,Male,PhD,Widowed,98179.0,616,19138.0,Home,Employed,2,Poor,0.19492966927754407,89284,3,Bentleyborough,MA,Tanzania,2,1,Low,18-29,Africa
29,Male,PhD,Divorced,49652.0,730,27812.0,Home,Unemployed,18,Poor,0.5601385644082817,87153,4,Parkerport,NY,Ireland,1,1,Medium,18-29,Europe
18,Male,Master's,Widowed,46930.0,724,41036.0,Personal,Employed,0,Excellent,0.8744086937992755,254285,4,Markborough,NC,Germany,2,0,Medium,18-29,Europe
38,Female,Bachelor's,Divorced,47675.0,779,9892.0,Auto,Employed,9,Excellent,0.20748820136339802,249442,0,Port Stephanie,WI,Oman,0,1,Medium,30-44,Asia
60,Male,Bachelor's,Married,103213.0,638,15895.0,Auto,Unemployed,9,Good,0.1540019183629969,107322,2,West Amandafort,VI,Bolivia,4,2,Medium,>=60,South America
67,Female,PhD,Divorced,105701.0,737,42506.0,Business,Employed,17,Fair,0.4021343222864495,288062,1,Port Davidfort,PR,Puerto Rico,1,1,Low,>=60,North America
27,Male,PhD,Widowed,92084.0,603,28481.0,Auto,Self-employed,16,Fair,0.3092936883714869,236953,0,Christopherchester,NM,Cayman Islands,1,0,Low,18-29,North America
38,Male,Bachelor's,Single,63856.0,620,12503.0,Home,Unemployed,10,Poor,0.19579992483086944,127586,0,North Jayberg,SC,Fiji,3,0,Medium,30-44,Oceania
62,Female,High School,Single,72195.0,606,45477.0,Personal,Employed,18,Poor,0.6299189694577186,70114,2,Port Ethanfort,CA,Finland,1,1,High,>=60,Europe
22,Non-binary,High School,Divorced,62916.0,765,37888.0,Auto,Employed,11,Fair,0.6021997584080361,88134,0,New Michael,PA,Falkland Islands (Malvinas),3,2,Low,18-29,South America
51,Non-binary,PhD,Widowed,21268.0,722,26761.0,Personal,Employed,0,Good,1.2582753432386684,186485,4,Joycemouth,OK,Djibouti,0,2,Low,45-59,Africa
43,Female,High School,Divorced,32069.0,675,15985.0,Business,Unemployed,1,Good,0.4984564532726309,177407,1,Port Davidville,AZ,Guadeloupe,3,0,High,30-44,North America
25,Non-binary,High School,Married,58795.0,654,20706.0,Auto,Self-employed,15,Fair,0.3521728038098478,100455,1,New Patrick,AZ,Guadeloupe,4,2,Medium,18-29,North America
36,Non-binary,PhD,Married,111472.0,761,21973.0,Home,Unemployed,13,Fair,0.19711676474809817,238478,4,North Samantha,OR,Romania,1,0,Low,30-44,Europe
40,Male,High School,Widowed,71142.0,777,14303.0,Business,Employed,14,Excellent,0.20104860701132946,254216,4,South Darrellport,PR,Burundi,4,2,Low,30-44,Africa
35,Female,Master's,Single,95033.0,734,16206.0,Personal,Unemployed,18,Fair,0.17053023686508897,200482,1,East Franciston,TN,Zambia,0,0,Low,30-44,Africa
60,Female,Bachelor's,Single,90559.0,704,32781.0,Personal,Self-employed,13,Excellent,0.36198500425137203,27609,2,Hardinshire,PA,Honduras,4,1,Low,>=60,North America
28,Male,High School,Widowed,50755.0,771,20765.0,Business,Unemployed,17,Fair,0.4091222539651266,217241,2,Cainburgh,GU,Libyan Arab Jamahiriya,3,0,Medium,18-29,Africa
66,Female,Bachelor's,Married,98681.0,748,32620.0,Home,Unemployed,8,Fair,0.33056008755484845,210498,0,Lake Deborahside,GA,Sweden,4,2,Medium,>=60,Europe
33,Female,Master's,Single,71782.0,629,36109.0,Home,Self-employed,2,Fair,0.5030369730573124,167331,2,Lake Tony,AK,Somalia,0,2,Low,30-44,Africa
57,Female,Bachelor's,Married,52976.0,744,16224.0,Home,Employed,1,Poor,0.3062518876472365,92158,1,Port Reneebury,MD,Palestinian Territory,2,2,High,45-59,Asia
33,Female,Master's,Married,72716.0,623,41726.0,Business,Self-employed,3,Good,0.5738214423235601,218186,1,Kathleenborough,CA,Cape Verde,2,2,Medium,30-44,Africa
51,Male,High School,Divorced,104977.0,602,16830.0,Business,Unemployed,8,Poor,0.16032083218228754,239965,2,Port Joanne,NJ,Paraguay,0,1,Low,45-59,South America
58,Female,Master's,Single,100875.0,781,23390.0,Home,Employed,5,Fair,0.2318711276332094,191899,2,Lake Susanbury,NH,Equatorial Guinea,3,1,Low,45-59,Africa
41,Male,Master's,Single,20744.0,773,15683.0,Personal,Unemployed,18,Excellent,0.7560258387967606,29370,2,Port Emilyton,MD,Tonga,4,1,Medium,30-44,Oceania
62,Male,PhD,Widowed,50482.0,608,36953.0,Auto,Unemployed,16,Poor,0.732003486391189,214017,3,West Ashley,VI,Indonesia,1,0,Low,>=60,Asia
45,Female,Bachelor's,Married,96968.0,692,41273.0,Personal,Self-employed,3,Good,0.42563526111706956,103094,2,Sloanland,AR,Niger,0,2,Low,45-59,Africa
48,Female,Bachelor's,Widowed,63677.0,682,18217.0,Business,Unemployed,12,Excellent,0.2860844574964273,208309,2,New Taylorburgh,CT,Reunion,1,0,Low,45-59,Africa
52,Male,High School,Single,109336.0,772,20556.0,Auto,Self-employed,10,Excellent,0.18800760957049828,193255,4,Lake Cathy,SC,British Indian Ocean Territory (Chagos Archipelago),0,2,Medium,45-59,Asia
69,Non-binary,Bachelor's,Single,66586.0,787,22285.0,Business,Unemployed,7,Poor,0.33467996275493345,23910,2,Conradland,MD,Rwanda,4,2,Low,>=60,Africa
54,Female,PhD,Single,82919.0,753,46475.0,Business,Employed,7,Good,0.5604867400716361,266094,0,Shaneberg,UT,Guadeloupe,4,2,Low,45-59,North America
33,Non-binary,High School,Single,96019.0,648,46573.0,Auto,Employed,16,Fair,0.4850394192816005,247968,3,Harrisland,MA,Saint Helena,1,0,Medium,30-44,Africa
25,Female,High School,Single,38616.0,652,20433.0,Personal,Unemployed,5,Poor,0.5291330018645121,86710,2,Lake Heathertown,KS,Lithuania,1,1,Medium,18-29,Europe
31,Female,High School,Single,28800.0,750,33544.0,Personal,Self-employed,0,Poor,1.1647222222222222,183243,3,Schroederhaven,NH,Marshall Islands,0,1,Low,30-44,Oceania
43,Male,Bachelor's,Married,56744.0,717,10628.0,Business,Employed,2,Good,0.18729733540109966,213447,2,Lake James,PW,Comoros,3,0,Low,30-44,Africa
46,Male,PhD,Divorced,50353.0,681,14250.0,Auto,Employed,0,Excellent,0.2830020058387782,104860,1,East Travisborough,WV,Croatia,3,1,Low,45-59,Europe
32,Non-binary,Master's,Widowed,85836.0,775,19312.0,Personal,Self-employed,17,Fair,0.22498718486415956,257342,2,Williamville,FL,Sao Tome and Principe,4,1,Low,30-44,Africa
53,Non-binary,PhD,Widowed,73744.0,718,16908.0,Auto,Unemployed,11,Good,0.2292796702104578,68814,4,Port Heather,MD,Algeria,4,1,Low,45-59,Africa
27,Non-binary,PhD,Married,78958.0,618,21062.0,Business,Employed,12,Good,0.266749411079308,82729,2,Williamsport,WI,Marshall Islands,0,0,Medium,18-29,Oceania
49,Male,Bachelor's,Divorced,98885.0,756,21120.0,Home,Unemployed,9,Good,0.21358143297770138,219149,4,West Selenaberg,MO,Albania,4,1,Low,45-59,Europe
19,Male,PhD,Single,23311.0,759,38518.0,Home,Self-employed,13,Poor,1.6523529664107075,70281,0,Timothymouth,MT,Poland,1,2,Medium,18-29,Europe
19,Non-binary,High School,Divorced,107221.0,686,32574.0,Auto,Unemployed,8,Good,0.3038024267634139,92930,2,North Zachary,AZ,Algeria,0,1,Low,18-29,Africa
39,Non-binary,Master's,Married,58459.0,680,21482.0,Personal,Unemployed,9,Fair,0.3674712191450418,215696,4,Rogersberg,NV,Saint Vincent and the Grenadines,3,1,Medium,30-44,North America
42,Non-binary,High School,Married,117932.0,707,31254.0,Personal,Unemployed,6,Excellent,0.2650171285147373,295888,4,Garrettburgh,MO,Ethiopia,2,2,High,30-44,Africa
34,Female,PhD,Married,45499.0,742,44082.0,Home,Unemployed,2,Good,0.9688564583837007,218626,3,South Candice,AK,Tajikistan,4,1,Low,30-44,Asia
53,Non-binary,High School,Married,26589.0,626,49934.0,Auto,Employed,11,Fair,1.8779946594456354,165073,1,Port Amandashire,NE,Russian Federation,2,1,Low,45-59,Asia
62,Male,Bachelor's,Divorced,34947.0,788,20034.0,Auto,Self-employed,16,Good,0.5732680916816895,188504,1,Marvinview,KS,Ukraine,4,0,Medium,>=60,Europe
42,Male,High School,Single,95439.0,602,48360.0,Business,Unemployed,8,Poor,0.5067110929494232,226623,4,Elizabethview,VI,Suriname,0,2,High,30-44,South America
61,Male,Bachelor's,Divorced,38631.0,642,41968.0,Business,Self-employed,2,Good,1.0863814035360202,150512,1,Anthonystad,OR,Mali,3,2,Low,>=60,Africa
42,Female,High School,Single,114266.0,656,8781.0,Personal,Employed,16,Excellent,0.07684700610855373,226364,2,Theresahaven,IA,Serbia,0,1,Low,30-44,Europe
29,Non-binary,Bachelor's,Single,70659.0,672,47256.0,Personal,Employed,17,Excellent,0.6687895384876661,130345,2,Hahnfort,CT,Korea,1,0,Low,18-29,Asia
25,Non-binary,Bachelor's,Married,83253.0,715,15601.0,Auto,Employed,15,Poor,0.18739264651123683,289823,2,Kevintown,OR,Brunei Darussalam,0,0,Medium,18-29,Asia
56,Non-binary,High School,Single,86156.0,762,16020.0,Personal,Unemployed,12,Excellent,0.1859417800269279,185188,1,South Gabriela,NY,Liechtenstein,0,2,Medium,45-59,Europe
62,Male,PhD,Married,62642.0,794,35281.0,Personal,Unemployed,4,Excellent,0.5632163724019029,45849,1,Moorehaven,AZ,Bhutan,1,2,Low,>=60,Asia
29,Male,High School,Divorced,23684.0,650,25058.0,Personal,Unemployed,2,Poor,1.0580138490119912,264964,0,Brownshire,SC,Iran,1,1,Low,18-29,Asia
38,Male,Bachelor's,Married,65435.0,739,14322.0,Home,Unemployed,8,Fair,0.21887369144953006,188116,2,West Ashley,UT,Macao,4,1,Low,30-44,Asia
59,Non-binary,PhD,Widowed,96586.0,692,35375.0,Auto,Employed,9,Good,0.3662539084339345,279968,0,Tracyfurt,AL,Ireland,4,1,Low,45-59,Europe
40,Female,PhD,Single,89678.0,686,22488.0,Home,Employed,8,Excellent,0.250763843975111,203876,4,Jeffreymouth,MP,Eritrea,2,1,Medium,30-44,Africa
48,Male,PhD,Single,54364.0,657,30420.0,Personal,Unemployed,3,Fair,0.5595614745051872,50927,4,Lake Elizabethshire,MH,Uganda,4,1,Low,45-59,Africa
68,Female,Master's,Widowed,29278.0,788,22363.0,Personal,Unemployed,13,Excellent,0.7638158344149191,238941,0,South Danielberg,CO,Equatorial Guinea,2,2,Low,>=60,Africa
52,Non-binary,Master's,Married,118077.0,798,44410.0,Business,Employed,4,Excellent,0.376110504162538,69218,2,Barkerbury,DC,Chad,1,0,Medium,45-59,Africa
31,Non-binary,PhD,Single,94379.0,712,43785.0,Auto,Employed,9,Good,0.46392735672130453,130219,4,East Julianbury,IN,Saint Barthelemy,4,1,Medium,30-44,North America
38,Non-binary,High School,Single,107084.0,652,21771.0,Personal,Unemployed,17,Good,0.20330768368757238,63686,4,East Lance,MT,Timor-Leste,2,1,Low,30-44,Asia
40,Male,Master's,Widowed,38212.0,633,37235.0,Home,Unemployed,11,Good,0.9744321155657909,196624,2,Amyside,CA,Algeria,2,0,Low,30-44,Africa
51,Male,Master's,Married,42849.0,622,35666.0,Personal,Employed,15,Fair,0.8323648159817032,142782,0,West Candice,VT,Bahrain,0,1,Medium,45-59,Asia
49,Male,Master's,Divorced,106677.0,762,17823.0,Business,Self-employed,13,Excellent,0.1670744396636576,210645,2,East Vincent,WY,Lao People's Democratic Republic,0,2,Low,45-59,Asia
45,Non-binary,Bachelor's,Single,89201.0,756,34603.0,Personal,Unemployed,2,Excellent,0.3879216600710754,271038,3,Port Rachelfort,CA,India,2,0,Low,45-59,Asia
26,Male,Bachelor's,Married,28177.0,751,32971.0,Personal,Unemployed,4,Good,1.1701387656599354,150411,3,Lake Amanda,CA,Luxembourg,0,1,Low,18-29,Europe
68,Non-binary,PhD,Divorced,62864.0,699,47311.0,Personal,Self-employed,6,Excellent,0.7525928989564775,176305,0,West Charles,MH,Pakistan,4,1,Low,>=60,Asia
61,Non-binary,Master's,Single,87147.0,753,17052.0,Personal,Unemployed,17,Fair,0.19566938620950808,136931,4,Georgeshire,OR,United States of America,2,1,High,>=60,North America
45,Female,Bachelor's,Married,75333.0,671,39173.0,Home,Employed,4,Good,0.5199978760967969,45207,4,Christensenhaven,OH,Belarus,2,2,Low,45-59,Europe
50,Non-binary,High School,Divorced,21454.0,761,42817.0,Auto,Unemployed,4,Poor,1.9957583667381373,288913,0,Priceview,VA,Cote d'Ivoire,3,2,Low,45-59,Africa
19,Female,Master's,Divorced,101120.0,728,43733.0,Home,Unemployed,14,Poor,0.43248615506329113,183594,4,Castilloville,MO,Malta,0,2,Low,18-29,Europe
50,Non-binary,PhD,Widowed,35225.0,652,42644.0,Personal,Unemployed,5,Fair,1.2106174591909156,88733,2,Port Jacobburgh,OH,Mali,4,0,Low,45-59,Africa
68,Non-binary,PhD,Single,119854.0,788,31886.0,Auto,Employed,17,Excellent,0.2660403490913945,88004,0,New Annmouth,AL,Marshall Islands,0,1,Low,>=60,Oceania
69,Female,Master's,Married,25443.0,777,45227.0,Business,Unemployed,1,Excellent,1.7775812600715324,84119,0,Andersonport,ME,Seychelles,4,1,Low,>=60,Africa
45,Non-binary,PhD,Divorced,88590.0,779,42908.0,Home,Self-employed,8,Fair,0.4843436053730669,204821,0,Watsonborough,WY,Jersey,0,0,Medium,45-59,Europe
22,Female,Master's,Married,43810.0,678,38010.0,Personal,Self-employed,12,Good,0.8676101346724492,185672,3,Codyburgh,TN,Guinea-Bissau,0,1,High,18-29,Africa
21,Non-binary,PhD,Married,23657.0,705,29017.0,Personal,Employed,9,Excellent,1.2265714164940609,25405,1,Johnsontown,MI,Fiji,1,1,Medium,18-29,Oceania
42,Male,High School,Divorced,23484.0,703,9388.0,Personal,Employed,10,Good,0.3997615397717595,33019,0,East Ninaberg,NJ,Taiwan,1,0,Low,30-44,Asia
31,Female,High School,Widowed,26895.0,608,6136.0,Auto,Self-employed,0,Fair,0.2281464956311582,147095,0,Dianeport,RI,Indonesia,0,2,Low,30-44,Asia
46,Male,PhD,Divorced,71697.0,682,32870.0,Auto,Unemployed,0,Excellent,0.45845711814999235,132237,1,Eatonland,UT,French Polynesia,2,0,Medium,45-59,Oceania
41,Non-binary,Bachelor's,Divorced,92102.0,651,19686.0,Personal,Unemployed,0,Fair,0.21374128683416213,125802,4,Grimesport,AS,Maldives,4,1,Low,30-44,Asia
30,Male,PhD,Widowed,113430.0,623,15704.0,Business,Unemployed,14,Fair,0.13844661906021336,272906,3,Lake Michael,DE,North Macedonia,2,0,Low,30-44,Europe
23,Female,Master's,Divorced,108782.0,775,18079.0,Home,Self-employed,16,Fair,0.1661947748708426,278380,0,Jackieside,CO,Botswana,0,0,Low,18-29,Africa
22,Female,High School,Widowed,43519.0,739,36443.0,Auto,Self-employed,7,Poor,0.8374043521220617,144441,2,Jonesbury,NV,Cocos (Keeling) Islands,0,0,Medium,18-29,Oceania
56,Non-binary,PhD,Married,66212.0,704,20025.0,Auto,Employed,5,Fair,0.3024376245997704,293637,4,Cynthiamouth,NY,Serbia,0,2,Medium,45-59,Europe
36,Male,High School,Widowed,47426.0,795,32331.0,Personal,Unemployed,6,Fair,0.6817146712773584,111082,3,New Melvin,FL,Burundi,3,1,Low,30-44,Africa
62,Non-binary,Master's,Single,52525.0,771,43055.0,Business,Unemployed,3,Poor,0.8197049024274156,257469,4,Smithberg,AR,Mauritius,1,2,Low,>=60,Africa
34,Female,High School,Divorced,81779.0,727,35443.0,Personal,Employed,4,Poor,0.4333997725577471,273814,2,Candaceport,IL,Trinidad and Tobago,3,1,Low,30-44,North America
56,Male,Master's,Single,97303.0,621,9474.0,Business,Unemployed,1,Fair,0.09736595993957022,53051,1,Brownville,AL,Chile,4,2,Medium,45-59,South America
65,Female,High School,Widowed,96574.0,745,26874.0,Home,Self-employed,4,Excellent,0.2782736554352103,86534,1,New Kimberly,VA,Benin,2,2,Low,>=60,Africa
49,Female,PhD,Single,53443.0,603,26258.0,Personal,Self-employed,4,Good,0.4913272084276706,84219,1,Mitchellton,ME,Bermuda,0,2,Medium,45-59,North America
24,Male,High School,Widowed,113515.0,792,16602.0,Business,Unemployed,9,Good,0.1462537990573933,270642,2,South Jasmine,MT,Chad,1,0,Low,18-29,Africa
28,Non-binary,Bachelor's,Widowed,21821.0,641,35101.0,Personal,Unemployed,3,Fair,1.6085880573759224,90444,0,Clarkport,MH,Algeria,2,2,Low,18-29,Africa
60,Female,Bachelor's,Widowed,35072.0,739,32439.0,Business,Self-employed,9,Good,0.9249258667883211,130435,1,Olivermouth,CA,Haiti,4,2,Medium,>=60,North America
21,Female,Master's,Widowed,72652.0,771,47794.0,Auto,Employed,6,Good,0.6578483730661234,124410,2,Alexandratown,DE,Russian Federation,2,1,Low,18-29,Asia
43,Non-binary,High School,Divorced,31785.0,671,5733.0,Home,Employed,2,Good,0.18036809815950922,63046,4,North Karenbury,CT,Liberia,2,2,Low,30-44,Africa
40,Non-binary,PhD,Married,97582.0,664,36407.0,Auto,Employed,11,Fair,0.37309134881433054,120327,4,Jenniferhaven,TX,Tokelau,4,0,Low,30-44,Oceania
47,Male,PhD,Divorced,83944.0,622,8852.0,Auto,Unemployed,14,Fair,0.10545125321643001,185579,0,Stevenfort,MT,Saint Helena,4,0,Low,45-59,Africa
38,Non-binary,Master's,Single,86177.0,661,22734.0,Auto,Employed,9,Good,0.26380588788191744,28389,3,Brownchester,KY,Costa Rica,0,1,Low,30-44,North America
18,Female,Bachelor's,Married,51742.0,615,47447.0,Business,Employed,6,Good,0.9169919987630938,278309,0,Stevemouth,KY,Uganda,0,0,Medium,18-29,Africa
32,Female,High School,Widowed,29343.0,725,18139.0,Auto,Self-employed,5,Excellent,0.6181712844630747,180365,3,Martinezville,AS,Somalia,3,0,Low,30-44,Africa
40,Female,High School,Single,63048.0,655,24249.0,Business,Self-employed,1,Excellent,0.3846117244004568,23919,2,Gatesland,NC,United Arab Emirates,2,0,Low,30-44,Asia
47,Female,Bachelor's,Divorced,105873.0,666,20143.0,Auto,Self-employed,6,Good,0.19025625041323094,58110,1,New Betty,DE,Moldova,3,2,Medium,45-59,Europe
37,Non-binary,Bachelor's,Widowed,89550.0,681,27062.0,Personal,Self-employed,9,Poor,0.3021998883305416,224252,4,Port Jonathantown,PA,Netherlands Antilles,2,1,Medium,30-44,North America
18,Non-binary,High School,Single,82468.0,629,41868.0,Business,Unemployed,7,Poor,0.5076878304311976,144653,2,South Cindy,AK,Aruba,1,2,Medium,18-29,North America
66,Male,Bachelor's,Single,41784.0,617,44626.0,Auto,Employed,15,Good,1.0680164656327782,25162,1,Yoderfort,WY,Liechtenstein,1,0,Low,>=60,Europe
66,Female,PhD,Single,94181.0,617,21486.0,Auto,Unemployed,15,Good,0.22813518650258544,230077,3,East Joseph,NJ,North Macedonia,4,0,Low,>=60,Europe
69,Male,High School,Divorced,35861.0,635,48453.0,Business,Self-employed,2,Fair,1.3511335434036975,52128,1,Port Rebecca,WY,Syrian Arab Republic,0,0,Low,>=60,Asia
26,Male,Bachelor's,Married,108728.0,758,46739.0,Auto,Employed,12,Poor,0.4298708704289603,189116,0,North Stacey,MS,Sweden,0,0,Low,18-29,Europe
32,Male,Master's,Divorced,53550.0,777,40422.0,Personal,Employed,14,Fair,0.7548459383753502,174151,4,West Sonya,KY,Ireland,2,2,Low,30-44,Europe
62,Male,Bachelor's,Single,25983.0,740,9379.0,Auto,Unemployed,12,Excellent,0.36096678597544546,214975,1,Port Jeffreyfort,MH,Ukraine,4,1,Medium,>=60,Europe
48,Male,Master's,Divorced,94583.0,682,8704.0,Personal,Employed,12,Poor,0.09202499392068342,236519,3,Deniseville,FM,Ghana,2,1,Medium,45-59,Africa
22,Female,PhD,Married,84057.0,630,43946.0,Business,Employed,9,Good,0.5228119014478271,237313,2,Riveraport,AZ,Panama,1,1,Low,18-29,North America
21,Non-binary,Bachelor's,Married,69641.0,726,9743.0,Home,Unemployed,15,Excellent,0.13990321793196536,20576,1,Lake Robert,VI,Niue,4,2,Medium,18-29,Oceania
65,Male,Master's,Single,103384.0,759,42770.0,Personal,Self-employed,17,Fair,0.4137003791689236,197271,1,Fischershire,PR,Barbados,3,2,Low,>=60,North America
23,Male,Master's,Widowed,110812.0,736,26551.0,Auto,Unemployed,11,Poor,0.23960401400570336,298336,2,Carlside,MO,Austria,4,2,High,18-29,Europe
59,Non-binary,High School,Divorced,80661.0,662,27633.0,Home,Unemployed,11,Fair,0.34258191691151857,34429,1,New Joyland,MT,Burkina Faso,0,0,High,45-59,Africa
56,Non-binary,Bachelor's,Divorced,25312.0,694,5824.0,Business,Unemployed,9,Fair,0.23008849557522124,291947,4,Wesleyport,CT,Samoa,1,1,Medium,45-59,Oceania
40,Female,Master's,Married,111826.0,624,9683.0,Business,Employed,2,Fair,0.08658988070752777,286523,0,Woodville,NH,Serbia,1,0,Low,30-44,Europe
32,Female,Bachelor's,Widowed,81351.0,748,38299.0,Personal,Unemployed,13,Good,0.47078708313358164,117688,2,Angelafort,SD,Mali,1,0,Low,30-44,Africa
29,Male,Bachelor's,Divorced,47944.0,649,40948.0,Auto,Employed,0,Poor,0.854079759719673,294175,3,Scottfort,SC,New Caledonia,1,2,Medium,18-29,Oceania
34,Non-binary,High School,Divorced,41770.0,756,39210.0,Home,Unemployed,0,Excellent,0.9387119942542494,157655,3,Galvanfort,MI,Costa Rica,1,2,Low,30-44,North America
46,Male,Master's,Divorced,68180.0,775,21977.0,Personal,Employed,5,Excellent,0.3223379290114403,116672,0,Michaelside,PW,Bosnia and Herzegovina,1,0,Medium,45-59,Europe
66,Female,High School,Single,41818.0,641,14681.0,Business,Self-employed,9,Excellent,0.3510689176909465,299132,2,Eugeneshire,MH,New Caledonia,3,1,Low,>=60,Oceania
22,Non-binary,High School,Single,115666.0,789,34866.0,Personal,Employed,12,Excellent,0.30143689588988987,160166,1,South Ambershire,MP,Albania,3,2,High,18-29,Europe
